Learning order,PL* rounds,PL* MQ resets,PL* MQ input symbols,PL* EQ resets,PL* EQ input symbols,PL* total resets,PL* total input symbols,Non-adaptive rounds,Non-adaptive MQ resets,Non-adaptive MQ input symbols,Non-adaptive EQ resets,Non-adaptive EQ input symbols,Non-adaptive total resets,Non-adaptive total input symbols
[2; 3; 1; 11; 9; 12; 15; 8; 14; 10; 6; 13; 4; 5; 7], 20, 80950, 446428, 3940972, 25733369, 4021922, 26179797,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[13; 2; 1; 11; 12; 6; 3; 8; 4; 5; 7; 15; 14; 10; 9], 18, 78608, 431436, 3712422, 24237429, 3791030, 24668865,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[1; 13; 15; 14; 8; 10; 4; 3; 6; 2; 11; 5; 9; 12; 7], 15, 76711, 420613, 3655689, 23846629, 3732400, 24267242,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[5; 2; 7; 11; 4; 14; 13; 6; 10; 15; 12; 1; 3; 8; 9], 15, 77723, 426973, 3597371, 23446483, 3675094, 23873456,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[15; 4; 12; 1; 9; 13; 7; 11; 5; 3; 14; 10; 2; 6; 8], 18, 79898, 441279, 3655050, 23861828, 3734948, 24303107,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[6; 14; 4; 12; 5; 7; 3; 2; 15; 10; 1; 9; 13; 11; 8], 18, 79755, 440295, 3801723, 24808961, 3881478, 25249256,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[4; 3; 6; 12; 13; 14; 11; 10; 8; 2; 9; 1; 15; 5; 7], 19, 79916, 439759, 3717043, 24201058, 3796959, 24640817,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[10; 7; 3; 1; 12; 5; 9; 8; 4; 6; 11; 2; 14; 15; 13], 18, 80246, 444961, 3985035, 25960152, 4065281, 26405113,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[6; 4; 14; 1; 2; 7; 9; 8; 10; 12; 3; 5; 15; 11; 13], 18, 79301, 437287, 3796689, 24737612, 3875990, 25174899,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[4; 9; 5; 6; 14; 8; 3; 1; 10; 12; 7; 11; 2; 13; 15], 19, 78097, 428084, 3817636, 24921316, 3895733, 25349400,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[9; 8; 11; 2; 7; 12; 13; 5; 1; 6; 4; 3; 15; 14; 10], 18, 77928, 428194, 3830662, 24943011, 3908590, 25371205,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[1; 11; 3; 9; 6; 15; 7; 4; 5; 2; 12; 10; 13; 8; 14], 18, 76545, 419628, 3788708, 24663894, 3865253, 25083522,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[7; 15; 3; 11; 6; 8; 1; 13; 9; 5; 4; 10; 2; 14; 12], 18, 80045, 440853, 3711619, 24260863, 3791664, 24701716,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[5; 15; 3; 9; 12; 11; 14; 6; 10; 2; 7; 4; 8; 13; 1], 17, 79183, 437462, 3881194, 25297234, 3960377, 25734696,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[7; 6; 12; 9; 5; 8; 2; 1; 4; 15; 10; 14; 13; 11; 3], 18, 80062, 442458, 3856571, 25140625, 3936633, 25583083,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[5; 14; 2; 4; 10; 11; 13; 12; 3; 7; 1; 8; 6; 15; 9], 17, 79402, 437891, 3700338, 24077050, 3779740, 24514941,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[5; 14; 4; 9; 13; 10; 15; 3; 11; 2; 7; 12; 6; 8; 1], 17, 77854, 429075, 3776941, 24636325, 3854795, 25065400,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[3; 10; 11; 8; 9; 5; 1; 12; 14; 6; 13; 7; 2; 4; 15], 19, 79712, 438604, 3830091, 24937735, 3909803, 25376339,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[4; 5; 8; 1; 14; 15; 6; 12; 9; 2; 10; 13; 3; 7; 11], 17, 77508, 425781, 3767035, 24574339, 3844543, 25000120,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[13; 9; 10; 1; 8; 5; 2; 14; 7; 6; 12; 4; 11; 3; 15], 17, 76929, 420793, 3783342, 24670156, 3860271, 25090949,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[7; 2; 1; 6; 4; 14; 15; 9; 3; 11; 10; 12; 8; 13; 5], 18, 79294, 437552, 3720865, 24299432, 3800159, 24736984,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[9; 14; 4; 5; 12; 2; 3; 13; 15; 7; 1; 10; 6; 8; 11], 17, 79463, 438676, 3657075, 23897334, 3736538, 24336010,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[5; 8; 6; 10; 11; 9; 13; 3; 12; 2; 14; 7; 15; 4; 1], 19, 76911, 420657, 3772513, 24600056, 3849424, 25020713,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[14; 4; 3; 8; 5; 1; 9; 11; 2; 15; 12; 7; 6; 10; 13], 19, 78947, 433638, 3771169, 24589715, 3850116, 25023353,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[15; 7; 12; 10; 5; 11; 1; 2; 13; 9; 14; 8; 4; 6; 3], 16, 77016, 422144, 3713002, 24242830, 3790018, 24664974,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[13; 3; 11; 6; 5; 12; 1; 2; 14; 4; 10; 8; 9; 15; 7], 19, 79226, 437387, 3861618, 25121079, 3940844, 25558466,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[15; 5; 2; 12; 14; 9; 3; 6; 11; 4; 1; 8; 10; 13; 7], 15, 78242, 430649, 3659069, 23900285, 3737311, 24330934,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[11; 10; 6; 4; 15; 13; 8; 2; 3; 7; 9; 12; 1; 14; 5], 20, 79292, 435838, 3817157, 24880979, 3896449, 25316817,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[10; 5; 8; 3; 4; 2; 13; 1; 14; 12; 7; 6; 11; 15; 9], 18, 75674, 414323, 3806379, 24794593, 3882053, 25208916,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[3; 4; 12; 2; 9; 14; 1; 5; 11; 13; 10; 7; 8; 6; 15], 19, 80793, 445446, 3837536, 24952577, 3918329, 25398023,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[13; 14; 12; 2; 3; 11; 7; 15; 1; 6; 9; 5; 10; 8; 4], 18, 79118, 434624, 3923008, 25606119, 4002126, 26040743,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[12; 9; 7; 15; 14; 13; 3; 8; 4; 10; 5; 11; 6; 1; 2], 16, 78339, 432699, 3655400, 23808444, 3733739, 24241143,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[6; 10; 15; 1; 4; 5; 2; 7; 11; 13; 9; 12; 3; 14; 8], 17, 78693, 432105, 3730330, 24319105, 3809023, 24751210,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[4; 13; 12; 6; 15; 3; 11; 14; 10; 8; 7; 2; 9; 1; 5], 20, 80153, 441364, 3816781, 24878731, 3896934, 25320095,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[13; 15; 14; 7; 5; 11; 10; 6; 4; 1; 9; 8; 2; 3; 12], 16, 77965, 429262, 3595739, 23493945, 3673704, 23923207,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[8; 6; 1; 2; 9; 3; 12; 15; 11; 5; 4; 14; 13; 10; 7], 20, 80571, 443953, 3846549, 25085607, 3927120, 25529560,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[15; 10; 11; 9; 7; 13; 5; 2; 14; 1; 3; 12; 6; 8; 4], 16, 77477, 427102, 3707108, 24226669, 3784585, 24653771,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[6; 3; 4; 14; 7; 11; 9; 8; 1; 2; 5; 10; 12; 13; 15], 19, 79432, 436842, 3808805, 24887411, 3888237, 25324253,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[10; 9; 4; 12; 6; 8; 15; 3; 13; 2; 5; 7; 14; 1; 11], 18, 79182, 435053, 3749645, 24468362, 3828827, 24903415,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[4; 15; 12; 14; 8; 10; 3; 2; 9; 6; 1; 11; 13; 5; 7], 18, 79617, 440221, 3705586, 24144301, 3785203, 24584522,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[12; 1; 13; 14; 4; 7; 3; 11; 5; 15; 6; 9; 2; 8; 10], 20, 79704, 438459, 3688210, 24065660, 3767914, 24504119,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[6; 10; 1; 3; 14; 15; 5; 4; 2; 7; 12; 8; 9; 13; 11], 17, 78653, 433464, 3747416, 24459135, 3826069, 24892599,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[11; 4; 15; 7; 1; 10; 6; 5; 2; 12; 3; 13; 8; 14; 9], 18, 78939, 433569, 3797676, 24780905, 3876615, 25214474,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[6; 9; 15; 7; 5; 2; 12; 10; 13; 8; 3; 11; 1; 14; 4], 18, 78967, 434905, 3785571, 24697617, 3864538, 25132522,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[11; 15; 7; 14; 5; 4; 2; 9; 8; 12; 1; 6; 10; 13; 3], 18, 77645, 426075, 3778867, 24604847, 3856512, 25030922,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[3; 10; 14; 15; 13; 8; 6; 2; 5; 9; 7; 11; 12; 4; 1], 19, 79774, 438940, 3806335, 24795313, 3886109, 25234253,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[3; 14; 12; 11; 6; 9; 4; 2; 1; 8; 13; 15; 7; 5; 10], 19, 80979, 446640, 3880096, 25227693, 3961075, 25674333,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[15; 10; 5; 13; 12; 4; 7; 6; 8; 1; 2; 3; 9; 11; 14], 17, 78428, 431835, 3761509, 24534060, 3839937, 24965895,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[5; 15; 8; 3; 4; 13; 2; 10; 12; 11; 7; 14; 9; 1; 6], 16, 75636, 415596, 3622333, 23642579, 3697969, 24058175,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[5; 2; 7; 10; 8; 3; 9; 4; 11; 1; 15; 6; 14; 12; 13], 15, 78785, 434954, 3606057, 23564976, 3684842, 23999930,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[10; 2; 6; 5; 7; 8; 9; 15; 1; 4; 13; 12; 3; 11; 14], 18, 78986, 435301, 3689093, 24090336, 3768079, 24525637,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[9; 11; 8; 12; 4; 6; 13; 1; 14; 5; 10; 15; 7; 3; 2], 18, 77898, 428021, 3785811, 24699112, 3863709, 25127133,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[13; 8; 15; 7; 5; 9; 12; 6; 3; 10; 2; 4; 11; 1; 14], 18, 77913, 427049, 3803371, 24832755, 3881284, 25259804,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[9; 10; 11; 4; 15; 8; 13; 5; 7; 3; 1; 2; 6; 14; 12], 17, 76496, 418038, 3740875, 24375943, 3817371, 24793981,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[9; 8; 4; 6; 11; 12; 1; 15; 10; 14; 5; 13; 2; 7; 3], 18, 78305, 430982, 3844246, 25050995, 3922551, 25481977,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[2; 4; 15; 1; 6; 3; 9; 7; 10; 12; 14; 11; 8; 5; 13], 18, 79418, 436784, 3702960, 24093374, 3782378, 24530158,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[1; 10; 9; 12; 5; 7; 15; 3; 2; 13; 4; 11; 14; 8; 6], 16, 78534, 432777, 3680055, 24025770, 3758589, 24458547,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[6; 1; 14; 3; 5; 13; 12; 11; 2; 4; 9; 10; 7; 15; 8], 19, 79154, 435124, 3827091, 24995262, 3906245, 25430386,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[14; 10; 7; 15; 9; 13; 6; 3; 12; 8; 5; 4; 1; 2; 11], 16, 77058, 424124, 3668900, 23951593, 3745958, 24375717,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[9; 11; 14; 8; 13; 3; 12; 10; 5; 6; 7; 1; 15; 4; 2], 17, 77506, 425685, 3767285, 24542484, 3844791, 24968169,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[4; 15; 3; 9; 8; 10; 14; 11; 6; 1; 2; 12; 5; 13; 7], 17, 77408, 425239, 3677929, 24061169, 3755337, 24486408,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[7; 13; 11; 15; 4; 8; 9; 6; 3; 10; 5; 14; 12; 2; 1], 18, 78662, 433439, 3728513, 24294059, 3807175, 24727498,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[3; 11; 8; 2; 5; 14; 15; 12; 7; 13; 10; 9; 4; 6; 1], 19, 80469, 443449, 3835511, 24972694, 3915980, 25416143,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[15; 11; 7; 4; 12; 3; 14; 13; 10; 8; 5; 9; 2; 1; 6], 18, 79226, 435669, 3690561, 24082746, 3769787, 24518415,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[6; 7; 8; 5; 4; 11; 10; 2; 3; 9; 15; 13; 1; 14; 12], 20, 80305, 442462, 3828863, 24991382, 3909168, 25433844,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[11; 13; 7; 12; 8; 4; 6; 5; 9; 15; 10; 14; 1; 2; 3], 18, 78047, 428961, 3771677, 24633844, 3849724, 25062805,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[14; 1; 15; 10; 6; 2; 13; 11; 12; 3; 5; 8; 4; 9; 7], 18, 77378, 425064, 3731887, 24340668, 3809265, 24765732,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[8; 4; 2; 15; 5; 1; 14; 10; 12; 6; 13; 9; 7; 3; 11], 18, 78496, 432136, 3784477, 24615313, 3862973, 25047449,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[8; 15; 13; 3; 11; 12; 1; 9; 2; 10; 5; 6; 4; 7; 14], 18, 76436, 418864, 3764698, 24525488, 3841134, 24944352,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[8; 10; 6; 4; 13; 7; 5; 9; 15; 14; 3; 2; 1; 11; 12], 20, 78423, 430221, 3790365, 24689179, 3868788, 25119400,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[3; 10; 5; 8; 9; 4; 12; 1; 15; 2; 14; 11; 7; 6; 13], 19, 79831, 439331, 3834010, 24940266, 3913841, 25379597,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[6; 11; 1; 8; 5; 7; 10; 3; 15; 13; 4; 14; 12; 2; 9], 19, 79321, 436258, 3761854, 24522196, 3841175, 24958454,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[1; 6; 12; 5; 3; 11; 10; 9; 15; 2; 7; 8; 13; 4; 14], 18, 80613, 444350, 3761915, 24574241, 3842528, 25018591,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[8; 7; 10; 5; 12; 6; 9; 2; 15; 13; 3; 14; 1; 4; 11], 18, 79103, 434677, 3783514, 24661322, 3862617, 25095999,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[12; 9; 2; 15; 7; 8; 13; 3; 1; 4; 11; 6; 14; 10; 5], 18, 78383, 431499, 3647349, 23840533, 3725732, 24272032,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[15; 7; 13; 11; 6; 8; 3; 9; 1; 2; 10; 14; 12; 5; 4], 16, 78070, 429280, 3682879, 24029070, 3760949, 24458350,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[4; 9; 10; 6; 11; 2; 13; 3; 5; 14; 12; 7; 8; 15; 1], 20, 79133, 434679, 3856507, 25179153, 3935640, 25613832,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[13; 4; 3; 1; 8; 10; 2; 14; 5; 9; 15; 6; 11; 7; 12], 19, 78751, 434422, 3717000, 24183856, 3795751, 24618278,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[13; 1; 11; 15; 14; 3; 8; 12; 10; 6; 9; 4; 2; 7; 5], 18, 75850, 415126, 3751453, 24475555, 3827303, 24890681,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[15; 3; 9; 14; 2; 11; 1; 13; 6; 10; 12; 8; 5; 4; 7], 19, 80002, 442841, 3669548, 24012523, 3749550, 24455364,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[2; 13; 4; 14; 8; 7; 5; 6; 1; 12; 11; 15; 3; 10; 9], 18, 78159, 429664, 3743989, 24394473, 3822148, 24824137,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[15; 13; 6; 4; 10; 12; 5; 1; 8; 11; 2; 3; 9; 7; 14], 18, 77709, 425775, 3653876, 23893130, 3731585, 24318905,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[9; 8; 12; 15; 2; 10; 13; 3; 5; 11; 4; 7; 1; 14; 6], 18, 78271, 430286, 3791098, 24691993, 3869369, 25122279,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[8; 2; 15; 9; 11; 10; 13; 14; 12; 3; 4; 1; 5; 6; 7], 18, 79239, 437166, 3786006, 24659457, 3865245, 25096623,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[8; 1; 6; 7; 9; 10; 5; 2; 3; 11; 4; 12; 15; 13; 14], 20, 80571, 443954, 3793446, 24763623, 3874017, 25207577,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[15; 10; 5; 9; 8; 2; 3; 4; 11; 1; 13; 6; 14; 7; 12], 15, 77165, 423792, 3606025, 23563478, 3683190, 23987270,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[4; 14; 11; 10; 13; 9; 5; 1; 15; 8; 12; 3; 6; 2; 7], 17, 76543, 419382, 3714510, 24177450, 3791053, 24596832,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[2; 13; 1; 7; 4; 14; 12; 5; 9; 15; 6; 8; 3; 11; 10], 16, 79063, 435733, 3687200, 24040809, 3766263, 24476542,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[12; 5; 7; 8; 10; 9; 13; 2; 15; 1; 4; 11; 3; 6; 14], 18, 77617, 425955, 3767131, 24559918, 3844748, 24985873,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[3; 13; 14; 9; 2; 5; 6; 7; 8; 1; 11; 4; 15; 12; 10], 19, 80493, 446059, 3848251, 24999619, 3928744, 25445678,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[11; 14; 13; 15; 7; 1; 5; 4; 9; 3; 2; 6; 8; 10; 12], 18, 77352, 424206, 3800162, 24756845, 3877514, 25181051,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[7; 11; 14; 15; 1; 4; 8; 6; 9; 5; 10; 12; 3; 13; 2], 18, 80158, 444283, 3682887, 24055137, 3763045, 24499420,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[14; 2; 12; 5; 11; 13; 15; 9; 1; 8; 3; 6; 4; 7; 10], 16, 78309, 431178, 3697950, 24134382, 3776259, 24565560,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[9; 3; 7; 6; 5; 13; 2; 11; 12; 10; 15; 4; 8; 14; 1], 19, 80500, 443443, 3895508, 25408787, 3976008, 25852230,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[14; 12; 8; 5; 4; 6; 3; 7; 2; 1; 13; 11; 15; 10; 9], 18, 79293, 435868, 3726723, 24277251, 3806016, 24713119,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[2; 9; 11; 13; 14; 5; 1; 7; 6; 3; 12; 4; 10; 15; 8], 18, 78139, 428551, 3667127, 23930531, 3745266, 24359082,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[13; 14; 4; 8; 5; 10; 2; 12; 1; 7; 15; 9; 3; 11; 6], 17, 76422, 418343, 3740026, 24384699, 3816448, 24803042,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[11; 15; 5; 2; 9; 7; 3; 10; 6; 13; 4; 14; 8; 1; 12], 17, 78803, 432703, 3687507, 24035336, 3766310, 24468039,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[15; 9; 7; 3; 4; 6; 10; 5; 14; 11; 8; 13; 2; 12; 1], 18, 79257, 437316, 3702239, 24190116, 3781496, 24627432,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[4; 5; 1; 12; 15; 8; 10; 11; 7; 13; 6; 14; 2; 9; 3], 17, 78011, 428694, 3710144, 24201616, 3788155, 24630310,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
[12; 7; 13; 3; 5; 1; 2; 14; 10; 8; 4; 9; 6; 11; 15], 18, 80270, 444931, 3756664, 24507614, 3836934, 24952545,30, 73937, 401613, 4355463, 28235499, 4429400, 28637112
